PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23075022","Regulatory considerations in the design of comparative observational studies using propensity scores","Yue LQ.","J Biopharm Stat. 2012;22(6):1272-9. doi: 10.1080/10543406.2012.715111.","Yue LQ","J Biopharm Stat","2012","2012/10/19","","","10.1080/10543406.2012.715111"
"21409949","Evaluating heterogeneity in indoor and outdoor air pollution using land-use regression and constrained factor analysis","Levy JI, Clougherty JE, Baxter LK, Houseman EA, Paciorek CJ; HEI Health Review Committee.","Res Rep Health Eff Inst. 2010 Dec;(152):5-80; discussion 81-91.","Levy JI","Res Rep Health Eff Inst","2010","2011/03/18","","",""
"29573139","Effects of exenatide once weekly plus dapagliflozin, exenatide once weekly alone, or dapagliflozin alone added to metformin monotherapy in subgroups of patients with type 2 diabetes in the DURATION-8 randomized controlled trial","Frías JP, Hardy E, Ahmed A, Öhman P, Jabbour S, Wang H, Guja C.","Diabetes Obes Metab. 2018 Jun;20(6):1520-1525. doi: 10.1111/dom.13296. Epub 2018 Apr 19.","Frías JP","Diabetes Obes Metab","2018","2018/03/25","PMC5969323","","10.1111/dom.13296"
"32977181","An application of generalized matrix learning vector quantization in neuroimaging","van Veen R, Gurvits V, Kogan RV, Meles SK, de Vries GJ, Renken RJ, Rodriguez-Oroz MC, Rodriguez-Rojas R, Arnaldi D, Raffa S, de Jong BM, Leenders KL, Biehl M.","Comput Methods Programs Biomed. 2020 Dec;197:105708. doi: 10.1016/j.cmpb.2020.105708. Epub 2020 Aug 22.","van Veen R","Comput Methods Programs Biomed","2020","2020/09/25","","","10.1016/j.cmpb.2020.105708"
"23948519","Can social semantic web techniques foster collaborative curriculum mapping in medicine?","Spreckelsen C, Finsterer S, Cremer J, Schenkat H.","J Med Internet Res. 2013 Aug 15;15(8):e169. doi: 10.2196/jmir.2623.","Spreckelsen C","J Med Internet Res","2013","2013/08/17","PMC3758046","","10.2196/jmir.2623"
"23950934","Segregation of a latent high adiposity phenotype in families with a history of type 2 diabetes mellitus implicates rare obesity-susceptibility genetic variants with large effects in diabetes-related obesity","Jenkins AB, Batterham M, Samocha-Bonet D, Tonks K, Greenfield JR, Campbell LV.","PLoS One. 2013 Aug 7;8(8):e70435. doi: 10.1371/journal.pone.0070435. eCollection 2013.","Jenkins AB","PLoS One","2013","2013/08/17","PMC3737254","","10.1371/journal.pone.0070435"
"34746272","Attitude of Veterinarians Toward Self-Informed Animal Owners Affects Shared Decision Making","Merle R, Küper AM.","Front Vet Sci. 2021 Oct 20;8:692452. doi: 10.3389/fvets.2021.692452. eCollection 2021.","Merle R","Front Vet Sci","2021","2021/11/08","PMC8564114","","10.3389/fvets.2021.692452"
"29921287","Deer thymosin beta 10 functions as a novel factor for angiogenesis and chondrogenesis during antler growth and regeneration","Zhang W, Chu W, Liu Q, Coates D, Shang Y, Li C.","Stem Cell Res Ther. 2018 Jun 19;9(1):166. doi: 10.1186/s13287-018-0917-y.","Zhang W","Stem Cell Res Ther","2018","2018/06/21","PMC6009950","","10.1186/s13287-018-0917-y"
"35002914","Mapping an Extended Metabolic Profile of Gliomas Using High-Resolution (31)P MRSI at 7T","Korzowski A, Weckesser N, Franke VL, Breitling J, Goerke S, Schlemmer HP, Ladd ME, Bachert P, Paech D.","Front Neurol. 2021 Dec 23;12:735071. doi: 10.3389/fneur.2021.735071. eCollection 2021.","Korzowski A","Front Neurol","2021","2022/01/10","PMC8733158","","10.3389/fneur.2021.735071"
"18520641","A replicable method for blood glucose control in critically Ill patients","Morris AH, Orme J Jr, Truwit JD, Steingrub J, Grissom C, Lee KH, Li GL, Thompson BT, Brower R, Tidswell M, Bernard GR, Sorenson D, Sward K, Zheng H, Schoenfeld D, Warner H.","Crit Care Med. 2008 Jun;36(6):1787-95. doi: 10.1097/CCM.0b013e3181743a5a.","Morris AH","Crit Care Med","2008","2008/06/04","","","10.1097/CCM.0b013e3181743a5a"
"26070628","Unravelling personalized dysfunctional gene network of complex diseases based on differential network model","Yu X, Zeng T, Wang X, Li G, Chen L.","J Transl Med. 2015 Jun 13;13:189. doi: 10.1186/s12967-015-0546-5.","Yu X","J Transl Med","2015","2015/06/14","PMC4467679","","10.1186/s12967-015-0546-5"
"31406981","GEMME: a simple and fast global epistatic model predicting mutational effects","Laine E, Karami Y, Carbone A.","Mol Biol Evol. 2019 Aug 12;36(11):2604-19. doi: 10.1093/molbev/msz179. Online ahead of print.","Laine E","Mol Biol Evol","2019","2019/08/14","PMC6805226","","10.1093/molbev/msz179"
"22254260","Severe sepsis mortality prediction with relevance vector machines","Ribas VJ, López JC, Ruiz-Sanmartin A, Ruiz-Rodríguez JC, Rello J, Wojdel A, Vellido A.","Annu Int Conf IEEE Eng Med Biol Soc. 2011;2011:100-3. doi: 10.1109/IEMBS.2011.6089906.","Ribas VJ","Annu Int Conf IEEE Eng Med Biol Soc","2011","2012/01/19","","","10.1109/IEMBS.2011.6089906"
"16544815","A scaled sample space cube used to illustrate attributable fractions","Eide GE, Heuch I.","Biom J. 2006 Feb;48(1):93-104. doi: 10.1002/bimj.200410156.","Eide GE","Biom J","2006","2006/03/21","","","10.1002/bimj.200410156"
"33186714","Independent components of human brain morphology","Wang Y, Leiberg K, Ludwig T, Little B, Necus JH, Winston G, Vos SB, Tisi J, Duncan JS, Taylor PN, Mota B.","Neuroimage. 2021 Feb 1;226:117546. doi: 10.1016/j.neuroimage.2020.117546. Epub 2020 Nov 10.","Wang Y","Neuroimage","2021","2020/11/13","PMC7836233","","10.1016/j.neuroimage.2020.117546"
"34890213","Indicators of Communication Limitation in Dysarthria and Their Relation to Auditory-Perceptual Speech Symptoms: Construct Validity of the KommPaS Web App","Lehner K, Ziegler W; KommPaS Study Group.","J Speech Lang Hear Res. 2022 Jan 12;65(1):22-42. doi: 10.1044/2021_JSLHR-21-00215. Epub 2021 Dec 10.","Lehner K","J Speech Lang Hear Res","2022","2021/12/10","","","10.1044/2021_JSLHR-21-00215"
"21330961","In chronic heart failure with marked fluid retention, the i.v. high doses of loop diuretic are a predictor of aggravated renal dysfunction, especially in the set of heart failure with normal or only mildly impaired left ventricular systolic function","De Vecchis R, Ciccarelli A, Ariano C, Cioppa C, Giasi A, Pucciarelli A, Cantatrione S.","Minerva Cardioangiol. 2011 Dec;59(6):543-54. Epub 2011 Feb 18.","De Vecchis R","Minerva Cardioangiol","2011","2011/02/19","","",""
"23084102","Updated standardized endpoint definitions for transcatheter aortic valve implantation: the Valve Academic Research Consortium-2 consensus document","Kappetein AP, Head SJ, Généreux P, Piazza N, van Mieghem NM, Blackstone EH, Brott TG, Cohen DJ, Cutlip DE, van Es GA, Hahn RT, Kirtane AJ, Krucoff MW, Kodali S, Mack MJ, Mehran R, Rodés-Cabau J, Vranckx P, Webb JG, Windecker S, Serruys PW, Leon MB; Valve Academic Research Consortium-2.","J Thorac Cardiovasc Surg. 2013 Jan;145(1):6-23. doi: 10.1016/j.jtcvs.2012.09.002. Epub 2012 Oct 16.","Kappetein AP","J Thorac Cardiovasc Surg","2013","2012/10/23","","","10.1016/j.jtcvs.2012.09.002"
"23026738","Updated standardized endpoint definitions for transcatheter aortic valve implantation: the Valve Academic Research Consortium-2 consensus document (VARC-2)","Kappetein AP, Head SJ, Généreux P, Piazza N, van Mieghem NM, Blackstone EH, Brott TG, Cohen DJ, Cutlip DE, van Es GA, Hahn RT, Kirtane AJ, Krucoff MW, Kodali S, Mack MJ, Mehran R, Rodés-Cabau J, Vranckx P, Webb JG, Windecker S, Serruys PW, Leon MB; Valve Academic Research Consortium (VARC)-2.","Eur J Cardiothorac Surg. 2012 Nov;42(5):S45-60. doi: 10.1093/ejcts/ezs533. Epub 2012 Oct 1.","Kappetein AP","Eur J Cardiothorac Surg","2012","2012/10/03","","","10.1093/ejcts/ezs533"
"23026477","Updated standardized endpoint definitions for transcatheter aortic valve implantation: the Valve Academic Research Consortium-2 consensus document","Kappetein AP, Head SJ, Généreux P, Piazza N, van Mieghem NM, Blackstone EH, Brott TG, Cohen DJ, Cutlip DE, van Es GA, Hahn RT, Kirtane AJ, Krucoff MW, Kodali S, Mack MJ, Mehran R, Rodés-Cabau J, Vranckx P, Webb JG, Windecker S, Serruys PW, Leon MB.","Eur Heart J. 2012 Oct;33(19):2403-18. doi: 10.1093/eurheartj/ehs255.","Kappetein AP","Eur Heart J","2012","2012/10/03","","","10.1093/eurheartj/ehs255"
"23022744","Updated standardized endpoint definitions for transcatheter aortic valve implantation: the Valve Academic Research Consortium-2 consensus document","Kappetein AP, Head SJ, Généreux P, Piazza N, van Mieghem NM, Blackstone EH, Brott TG, Cohen DJ, Cutlip DE, van Es GA, Hahn RT, Kirtane AJ, Krucoff MW, Kodali S, Mack MJ, Mehran R, Rodés-Cabau J, Vranckx P, Webb JG, Windecker S, Serruys PW, Leon MB; Valve Academic Research Consortium-2.","EuroIntervention. 2012 Nov 22;8(7):782-95. doi: 10.4244/EIJV8I7A121.","Kappetein AP","EuroIntervention","2012","2012/10/02","","","10.4244/EIJV8I7A121"
"23036636","Updated standardized endpoint definitions for transcatheter aortic valve implantation: the Valve Academic Research Consortium-2 consensus document","Kappetein AP, Head SJ, Généreux P, Piazza N, van Mieghem NM, Blackstone EH, Brott TG, Cohen DJ, Cutlip DE, van Es GA, Hahn RT, Kirtane AJ, Krucoff MW, Kodali S, Mack MJ, Mehran R, Rodés-Cabau J, Vranckx P, Webb JG, Windecker S, Serruys PW, Leon MB.","J Am Coll Cardiol. 2012 Oct 9;60(15):1438-54. doi: 10.1016/j.jacc.2012.09.001.","Kappetein AP","J Am Coll Cardiol","2012","2012/10/06","","","10.1016/j.jacc.2012.09.001"
"33094734","Digital Self-Management in Support of Patients Living With Chronic Pain: Feasibility Pilot Study","Bostrøm K, Børøsund E, Varsi C, Eide H, Flakk Nordang E, Schreurs KM, Waxenberg LB, Weiss KE, Morrison EJ, Cvancarova Småstuen M, Stubhaug A, Solberg Nes L.","JMIR Form Res. 2020 Oct 23;4(10):e23893. doi: 10.2196/23893.","Bostrøm K","JMIR Form Res","2020","2020/10/23","PMC7647816","","10.2196/23893"
"33595073","Invited Commentary: Treatment Drop-in-Making the Case for Causal Prediction","Sperrin M, Diaz-Ordaz K, Pajouheshnia R.","Am J Epidemiol. 2021 Oct 1;190(10):2015-2018. doi: 10.1093/aje/kwab030.","Sperrin M","Am J Epidemiol","2021","2021/02/17","PMC8485150","","10.1093/aje/kwab030"
"30387139","Log-ratio lasso: Scalable, sparse estimation for log-ratio models","Bates S, Tibshirani R.","Biometrics. 2019 Jun;75(2):613-624. doi: 10.1111/biom.12995. Epub 2019 Mar 29.","Bates S","Biometrics","2019","2018/11/03","","","10.1111/biom.12995"
"27704531","Greedy outcome weighted tree learning of optimal personalized treatment rules","Zhu R, Zhao YQ, Chen G, Ma S, Zhao H.","Biometrics. 2017 Jun;73(2):391-400. doi: 10.1111/biom.12593. Epub 2016 Oct 4.","Zhu R","Biometrics","2017","2016/10/06","PMC5378692","NIHMS834735","10.1111/biom.12593"
"25861834","Predictive sparse modeling of fMRI data for improved classification, regression, and visualization using the k-support norm","Belilovsky E, Gkirtzou K, Misyrlis M, Konova AB, Honorio J, Alia-Klein N, Goldstein RZ, Samaras D, Blaschko MB.","Comput Med Imaging Graph. 2015 Dec;46 Pt 1:40-46. doi: 10.1016/j.compmedimag.2015.03.007. Epub 2015 Mar 28.","Belilovsky E","Comput Med Imaging Graph","2015","2015/04/12","","","10.1016/j.compmedimag.2015.03.007"
"17135818","Cervical cancer screening--""For better or worse..."": women's experience of screening","Ideström M, Milsom I, Andersson-Ellström A, Athlin E.","Cancer Nurs. 2006 Nov-Dec;29(6):453-60. doi: 10.1097/00002820-200611000-00005.","Ideström M","Cancer Nurs","2006","2006/12/01","","","10.1097/00002820-200611000-00005"
"28948447","Gender by Dasein? A Heideggerian critique of Suzanne Kessler and the medical management of infants born with disorders of sexual development","Baker LL.","Theor Med Bioeth. 2017 Dec;38(6):447-463. doi: 10.1007/s11017-017-9424-x.","Baker LL","Theor Med Bioeth","2017","2017/09/27","","","10.1007/s11017-017-9424-x"
"34492454","Identifying the most relevant tablet regions in the image detection of counterfeit medicines","Puglia FDP, Anzanello MJ, Scharcanski J, Fontes JA, Gonçalves de Brito JB, Ortiz RS, Mariotti K.","J Pharm Biomed Anal. 2021 Oct 25;205:114336. doi: 10.1016/j.jpba.2021.114336. Epub 2021 Aug 24.","Puglia FDP","J Pharm Biomed Anal","2021","2021/09/07","","","10.1016/j.jpba.2021.114336"
"32411277","Differential Diagnostic Reasoning Method for Benign Paroxysmal Positional Vertigo Based on Dynamic Uncertain Causality Graph","Dong C, Wang Y, Zhou J, Zhang Q, Wang N.","Comput Math Methods Med. 2020 Jan 24;2020:1541989. doi: 10.1155/2020/1541989. eCollection 2020.","Dong C","Comput Math Methods Med","2020","2020/05/16","PMC7204354","","10.1155/2020/1541989"
"34408770","Mechanism-Centric Approaches for Biomarker Detection and Precision Therapeutics in Cancer","Yu CY, Mitrofanova A.","Front Genet. 2021 Aug 2;12:687813. doi: 10.3389/fgene.2021.687813. eCollection 2021.","Yu CY","Front Genet","2021","2021/08/19","PMC8365516","","10.3389/fgene.2021.687813"
"31702435","New Composite Measure for ADL Limitations: Application to Predicting Nursing Home Placement for Michigan MI Choice Clients","Hong HG, An HS, Sarzynski E, Oberst K.","Med Care Res Rev. 2021 Aug;78(4):413-422. doi: 10.1177/1077558719886735. Epub 2019 Nov 8.","Hong HG","Med Care Res Rev","2021","2019/11/09","","","10.1177/1077558719886735"
"21951545","Using the zebrafish photomotor response for psychotropic drug screening","Kokel D, Peterson RT.","Methods Cell Biol. 2011;105:517-24. doi: 10.1016/B978-0-12-381320-6.00022-9.","Kokel D","Methods Cell Biol","2011","2011/09/29","PMC3635141","NIHMS455761","10.1016/B978-0-12-381320-6.00022-9"
"21687557","Medical cost trajectories and onsets of cancer and noncancer diseases in US elderly population","Akushevich I, Kravchenko J, Akushevich L, Ukraintseva S, Arbeev K, Yashin AI.","Comput Math Methods Med. 2011;2011:857892. doi: 10.1155/2011/857892. Epub 2011 Jun 1.","Akushevich I","Comput Math Methods Med","2011","2011/06/21","PMC3115464","","10.1155/2011/857892"
"16000230","Therapeutic misconception in early phase gene transfer trials","Henderson GE, Easter MM, Zimmer C, King NM, Davis AM, Rothschild BB, Churchill LR, Wilfond BS, Nelson DK.","Soc Sci Med. 2006 Jan;62(1):239-53. doi: 10.1016/j.socscimed.2005.05.022. Epub 2005 Jul 5.","Henderson GE","Soc Sci Med","2006","2005/07/08","","","10.1016/j.socscimed.2005.05.022"
"25515005","On optimal treatment regimes selection for mean survival time","Geng Y, Zhang HH, Lu W.","Stat Med. 2015 Mar 30;34(7):1169-84. doi: 10.1002/sim.6397. Epub 2014 Dec 16.","Geng Y","Stat Med","2015","2014/12/18","PMC4355217","NIHMS646571","10.1002/sim.6397"
"19131293","Dynamic 2D ultrasound and 3D CT image registration of the beating heart","Huang X, Moore J, Guiraudon G, Jones DL, Bainbridge D, Ren J, Peters TM.","IEEE Trans Med Imaging. 2009 Aug;28(8):1179-89. doi: 10.1109/TMI.2008.2011557. Epub 2009 Jan 6.","Huang X","IEEE Trans Med Imaging","2009","2009/01/10","","","10.1109/TMI.2008.2011557"
"30738826","Discontinuation of Antihypertensive Medication, Cognitive Complaints, and Incident Dementia","van Dalen JW, Moll van Charante EP, van Gool WA, Richard E.","J Am Med Dir Assoc. 2019 Sep;20(9):1091-1097.e3. doi: 10.1016/j.jamda.2018.12.006. Epub 2019 Feb 6.","van Dalen JW","J Am Med Dir Assoc","2019","2019/02/11","","","10.1016/j.jamda.2018.12.006"
"35016448","Systematic review and meta-analysis of cochlear implantation in deaf patients with large vestibular aqueduct deformity","Pan L, Lin H, Li X, Liu S.","Ann Palliat Med. 2021 Dec;10(12):12598-12606. doi: 10.21037/apm-21-3327.","Pan L","Ann Palliat Med","2021","2022/01/12","","","10.21037/apm-21-3327"
"29617818","FSHB -211 G>T is a major genetic modulator of reproductive physiology and health in childbearing age women","Rull K, Grigorova M, Ehrenberg A, Vaas P, Sekavin A, Nõmmemees D, Adler M, Hanson E, Juhanson P, Laan M.","Hum Reprod. 2018 May 1;33(5):954-966. doi: 10.1093/humrep/dey057.","Rull K","Hum Reprod","2018","2018/04/05","","","10.1093/humrep/dey057"
"30470779","Feature Ranking in Predictive Models for Hospital-Acquired Acute Kidney Injury","Wu L, Hu Y, Liu X, Zhang X, Chen W, Yu ASL, Kellum JA, Waitman LR, Liu M.","Sci Rep. 2018 Nov 23;8(1):17298. doi: 10.1038/s41598-018-35487-0.","Wu L","Sci Rep","2018","2018/11/25","PMC6251919","","10.1038/s41598-018-35487-0"
"19786180","Potential antioxidant compounds in Mallotus species fingerprints. Part I: Indication, using linear multivariate calibration techniques","Tistaert C, Dejaegher B, Nguyen HN, Chataigné G, Rivière C, Nguyen TH, Chau VM, Quetin-Leclercq J, Vander Heyden Y.","Anal Chim Acta. 2009 Oct 12;652(1-2):189-97. doi: 10.1016/j.aca.2009.08.024. Epub 2009 Aug 25.","Tistaert C","Anal Chim Acta","2009","2009/09/30","","","10.1016/j.aca.2009.08.024"
"19664459","Potential antioxidant compounds in Mallotus species fingerprints. Part I: indication, using linear multivariate calibration techniques","Tistaert C, Dejaegher B, Nguyen Hoai N, Chataigné G, Rivière C, Nguyen Thi Hong V, Chau Van M, Quetin-Leclercq J, Vander Heyden Y.","Anal Chim Acta. 2009 Sep 1;649(1):24-32. doi: 10.1016/j.aca.2009.07.020. Epub 2009 Jul 23.","Tistaert C","Anal Chim Acta","2009","2009/08/12","","","10.1016/j.aca.2009.07.020"
"34786731","Risk controlled decision trees and random forests for precision Medicine","Doubleday K, Zhou J, Zhou H, Fu H.","Stat Med. 2022 Feb 20;41(4):719-735. doi: 10.1002/sim.9253. Epub 2021 Nov 16.","Doubleday K","Stat Med","2022","2021/11/17","PMC8863134","NIHMS1763884","10.1002/sim.9253"
"32051642","The Translational Potential of Neuroimaging Genomic Analyses To Diagnosis And Treatment In The Mental Disorders","Chen J, Liu J, Calhoun VD.","Proc IEEE Inst Electr Electron Eng. 2019 May;107(5):912-927. doi: 10.1109/JPROC.2019.2913145. Epub 2019 May 9.","Chen J","Proc IEEE Inst Electr Electron Eng","2019","2020/02/14","PMC7015534","NIHMS1529039","10.1109/JPROC.2019.2913145"
"27355431","Clear Speech Variants: An Acoustic Study in Parkinson's Disease","Lam J, Tjaden K.","J Speech Lang Hear Res. 2016 Aug 1;59(4):631-46. doi: 10.1044/2015_JSLHR-S-15-0216.","Lam J","J Speech Lang Hear Res","2016","2016/06/30","PMC5280060","","10.1044/2015_JSLHR-S-15-0216"
"25565079","Inference of median difference based on the Box-Cox model in randomized clinical trials","Maruo K, Isogawa N, Gosho M.","Stat Med. 2015 May 10;34(10):1634-44. doi: 10.1002/sim.6408. Epub 2015 Jan 7.","Maruo K","Stat Med","2015","2015/01/08","","","10.1002/sim.6408"
"21925756","Parallel Factor Analysis of gait waveform data: A multimode extension of Principal Component Analysis","Helwig NE, Hong S, Polk JD.","Hum Mov Sci. 2012 Jun;31(3):630-48. doi: 10.1016/j.humov.2011.06.011. Epub 2011 Sep 16.","Helwig NE","Hum Mov Sci","2012","2011/09/20","","","10.1016/j.humov.2011.06.011"
"21382380","A theoretical framework for biological control of soil-borne plant pathogens: Identifying effective strategies","Cunniffe NJ, Gilligan CA.","J Theor Biol. 2011 Jun 7;278(1):32-43. doi: 10.1016/j.jtbi.2011.02.023. Epub 2011 Mar 5.","Cunniffe NJ","J Theor Biol","2011","2011/03/09","","","10.1016/j.jtbi.2011.02.023"
"31055615","Novel imaging techniques of rectal cancer: what do radiomics and radiogenomics have to offer? A literature review","Horvat N, Bates DDB, Petkovska I.","Abdom Radiol (NY). 2019 Nov;44(11):3764-3774. doi: 10.1007/s00261-019-02042-y.","Horvat N","Abdom Radiol (NY)","2019","2019/05/06","PMC6824982","NIHMS1528637","10.1007/s00261-019-02042-y"
"30421126","The early detection of asthma based on blood gene expression","Wang SB, Huang T.","Mol Biol Rep. 2019 Feb;46(1):217-223. doi: 10.1007/s11033-018-4463-6. Epub 2018 Nov 12.","Wang SB","Mol Biol Rep","2019","2018/11/14","","","10.1007/s11033-018-4463-6"
"23361352","[Positional paper of the German working group ""cardiopulmonary exercise testing"" to ventilatory and metabolic (lactate) thresholds]","Westhoff M, Rühle KH, Greiwing A, Schomaker R, Eschenbacher H, Siepmann M, Lehnigk B.","Dtsch Med Wochenschr. 2013 Feb;138(6):275-80. doi: 10.1055/s-0032-1332843. Epub 2013 Jan 29.","Westhoff M","Dtsch Med Wochenschr","2013","2013/01/31","","","10.1055/s-0032-1332843"
"31144631","Joint-Connectivity-Based Sparse Canonical Correlation Analysis of Imaging Genetics for Detecting Biomarkers of Parkinson's Disease","Kim M, Won JH, Youn J, Park H.","IEEE Trans Med Imaging. 2020 Jan;39(1):23-34. doi: 10.1109/TMI.2019.2918839. Epub 2019 May 24.","Kim M","IEEE Trans Med Imaging","2020","2019/05/31","","","10.1109/TMI.2019.2918839"
"31760488","ISSLS prize in clinical science 2020: the reliability and interpretability of score change in lumbar spine research","Parai C, Hägg O, Lind B, Brisby H.","Eur Spine J. 2020 Apr;29(4):663-669. doi: 10.1007/s00586-019-06222-8. Epub 2019 Nov 23.","Parai C","Eur Spine J","2020","2019/11/25","","","10.1007/s00586-019-06222-8"
"24748557","Assessing quality of life in patients with prostate cancer: a systematic and standardized comparison of available instruments","Schmidt S, Garin O, Pardo Y, Valderas JM, Alonso J, Rebollo P, Rajmil L, Garcia-Forero C, Ferrer M; EMPRO Group.","Qual Life Res. 2014 Oct;23(8):2169-81. doi: 10.1007/s11136-014-0678-8. Epub 2014 Apr 19.","Schmidt S","Qual Life Res","2014","2014/04/22","PMC4155169","","10.1007/s11136-014-0678-8"
"30448338","Measurement Properties of the Barthel Index in Geriatric Rehabilitation","Bouwstra H, Smit EB, Wattel EM, van der Wouden JC, Hertogh CMPM, Terluin B, Terwee CB.","J Am Med Dir Assoc. 2019 Apr;20(4):420-425.e1. doi: 10.1016/j.jamda.2018.09.033. Epub 2018 Nov 16.","Bouwstra H","J Am Med Dir Assoc","2019","2018/11/19","","","10.1016/j.jamda.2018.09.033"
"34969521","Ultrasound Imaging Acquisition Procedures for Evaluating the First Metatarsophalangeal Joint: A Scoping Review","Molyneux P, Bowen C, Ellis R, Rome K, Jackson A, Carroll M.","Ultrasound Med Biol. 2022 Mar;48(3):397-405. doi: 10.1016/j.ultrasmedbio.2021.11.009. Epub 2021 Dec 27.","Molyneux P","Ultrasound Med Biol","2022","2021/12/31","","","10.1016/j.ultrasmedbio.2021.11.009"
"34890164","Multi-Omic Graph Transformers for Cancer Classification and Interpretation","Kaczmarek E, Jamzad A, Imtiaz T, Nanayakkara J, Renwick N, Mousavi P.","Pac Symp Biocomput. 2022;27:373-384.","Kaczmarek E","Pac Symp Biocomput","2022","2021/12/10","","",""
"32070993","FUNMarker: Fusion Network-Based Method to Identify Prognostic and Heterogeneous Breast Cancer Biomarkers","Li X, Xiang J, Wang J, Li J, Wu FX, Li M.","IEEE/ACM Trans Comput Biol Bioinform. 2021 Nov-Dec;18(6):2483-2491. doi: 10.1109/TCBB.2020.2973148. Epub 2021 Dec 8.","Li X","IEEE/ACM Trans Comput Biol Bioinform","2021","2020/02/20","","","10.1109/TCBB.2020.2973148"
"19471924","Interrelation of ST-segment depression during bicycle ergometry and extent of myocardial ischaemia by myocardial perfusion SPECT","Muzzarelli S, Pfisterer ME, Müller-Brand J, Zellweger MJ.","Eur J Nucl Med Mol Imaging. 2009 Nov;36(11):1842-50. doi: 10.1007/s00259-009-1167-0. Epub 2009 May 27.","Muzzarelli S","Eur J Nucl Med Mol Imaging","2009","2009/05/28","","","10.1007/s00259-009-1167-0"
"20592725","Plasma pharmacokinetics of two consecutive doses of ferumoxytol in healthy subjects","Pai AB, Nielsen JC, Kausz A, Miller P, Owen JS.","Clin Pharmacol Ther. 2010 Aug;88(2):237-42. doi: 10.1038/clpt.2010.80. Epub 2010 Jun 30.","Pai AB","Clin Pharmacol Ther","2010","2010/07/02","","","10.1038/clpt.2010.80"
"34293851","Supervised clustering of high-dimensional data using regularized mixture modeling","Chang W, Wan C, Zang Y, Zhang C, Cao S.","Brief Bioinform. 2021 Jul 20;22(4):bbaa291. doi: 10.1093/bib/bbaa291.","Chang W","Brief Bioinform","2021","2021/07/23","PMC8294591","","10.1093/bib/bbaa291"
"29666255","Digitizing omics profiles by divergence from a baseline","Dinalankara W, Ke Q, Xu Y, Ji L, Pagane N, Lien A, Matam T, Fertig EJ, Price ND, Younes L, Marchionni L, Geman D.","Proc Natl Acad Sci U S A. 2018 May 1;115(18):4545-4552. doi: 10.1073/pnas.1721628115. Epub 2018 Apr 16.","Dinalankara W","Proc Natl Acad Sci U S A","2018","2018/04/19","PMC5939095","","10.1073/pnas.1721628115"
"25034343","Weighted brain networks in disease: centrality and entropy in human immunodeficiency virus and aging","Thomas JB, Brier MR, Ortega M, Benzinger TL, Ances BM.","Neurobiol Aging. 2015 Jan;36(1):401-12. doi: 10.1016/j.neurobiolaging.2014.06.019. Epub 2014 Jun 21.","Thomas JB","Neurobiol Aging","2015","2014/07/19","PMC4268260","NIHMS607629","10.1016/j.neurobiolaging.2014.06.019"
"33094932","A new software architecture proposal for an evidence-based Decision Support System in dentistry","Lo Giudice G, Lizio AS, Lo Giudice R.","Minerva Dent Oral Sci. 2021 Feb;70(1):7-14. doi: 10.23736/S2724-6329.20.04416-7. Epub 2020 Oct 23.","Lo Giudice G","Minerva Dent Oral Sci","2021","2020/10/23","","","10.23736/S2724-6329.20.04416-7"
"33516949","Interpretable morphological features for efficient single-lead automatic ventricular ectopy detection","Malik J, Loring Z, Piccini JP, Wu HT.","J Electrocardiol. 2021 Mar-Apr;65:55-63. doi: 10.1016/j.jelectrocard.2020.11.014. Epub 2020 Dec 3.","Malik J","J Electrocardiol","2021","2021/01/31","","","10.1016/j.jelectrocard.2020.11.014"
"16440405","The Organic Brain Syndrome (OBS) scale: a systematic review","Björkelund KB, Larsson S, Gustafson L, Andersson E.","Int J Geriatr Psychiatry. 2006 Mar;21(3):210-22. doi: 10.1002/gps.1449.","Björkelund KB","Int J Geriatr Psychiatry","2006","2006/01/28","","","10.1002/gps.1449"
"33963632","Perception of family sense of coherence among Chinese couples with infertility","Ngai FW, Lam W.","J Clin Nurs. 2021 Nov;30(21-22):3259-3267. doi: 10.1111/jocn.15833. Epub 2021 May 7.","Ngai FW","J Clin Nurs","2021","2021/05/08","","","10.1111/jocn.15833"
"29736594","A Decision Support Tool Facilitating Medicine Design for Optimal Acceptability in The Older Population","Vallet T, Belissa E, Laribe-Caget S, Chevallier A, Chedhomme FX, Leglise P, Piccoli M, Michelon H, Bloch V, Meaume S, Grancher AS, Bachalat N, Boulaich I, Abdallah F, Rabus M, Rwabihama JP, Ribemont AC, Lachuer C, Perquy I, Lechowski L, Delahaye A, Depoisson M, Orven Y, Guinot C, Gibaud S, Michel C, Mahiou A, Belbachir SA, Trouvin JH, Dufaÿ-Wojcicki A, Boudy V, Ruiz F.","Pharm Res. 2018 May 7;35(7):136. doi: 10.1007/s11095-018-2424-3.","Vallet T","Pharm Res","2018","2018/05/09","PMC5938307","","10.1007/s11095-018-2424-3"
"26669930","CytoGEDEVO-global alignment of biological networks with Cytoscape","Malek M, Ibragimov R, Albrecht M, Baumbach J.","Bioinformatics. 2016 Apr 15;32(8):1259-61. doi: 10.1093/bioinformatics/btv732. Epub 2015 Dec 14.","Malek M","Bioinformatics","2016","2015/12/17","","","10.1093/bioinformatics/btv732"
